mouse_id,genotype,session_id,seg_id,model,nll,aic,bic
485,NL3,1,485__MOUSE PRL 7 to Reversal__1__NL3__0.8,wsls,57.928013937318,119.856027874636,124.855647215297
485,NL3,1,485__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning,59.7621357226154,123.524271445231,128.523890785891
485,NL3,1,485__MOUSE PRL 7 to Reversal__1__NL3__0.8,assymetric q-learning,59.7621357226155,125.524271445231,133.023700456222
485,NL3,1,485__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning with stickiness,57.786084186852,123.572168373704,133.571407055025
485,NL3,1,485__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning dual-alpha with stickiness,57.7860841871182,125.572168374236,138.071216725888
485,NL3,1,485__MOUSE PRL 7 to Reversal__1__NL3__0.8,hmm,58.7631261673549,137.52625233471,162.524349038012
485,NL3,2,485__MOUSE PRL 7 to Reversal__2__NL3__0.8,random,60.9534361434451,123.90687228689,126.40668195722
485,NL3,2,485__MOUSE PRL 7 to Reversal__2__NL3__0.8,wsls,52.2440455995946,108.488091199189,113.48771053985
485,NL3,2,485__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning,52.3345872257416,108.669174451483,113.668793792144
485,NL3,2,485__MOUSE PRL 7 to Reversal__2__NL3__0.8,assymetric q-learning,51.8785963167294,109.757192633459,117.25662164445
485,NL3,2,485__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning with stickiness,52.1159055177024,112.231811035405,122.231049716726
485,NL3,2,485__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning dual-alpha with stickiness,51.7158501660228,113.431700332046,125.930748683697
485,NL3,2,485__MOUSE PRL 7 to Reversal__2__NL3__0.8,hmm,53.7617524257989,127.523504851598,152.5216015549
485,NL3,3,485__MOUSE PRL 7 to Reversal__3__NL3__0.8,random,61.8265418935791,125.653083787158,128.152893457488
485,NL3,3,485__MOUSE PRL 7 to Reversal__3__NL3__0.8,wsls,49.04570387623,102.09140775246,107.09102709312
485,NL3,3,485__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning,49.8413345010079,103.682669002016,108.682288342676
485,NL3,3,485__MOUSE PRL 7 to Reversal__3__NL3__0.8,assymetric q-learning,49.8413345010077,105.682669002015,113.182098013006
485,NL3,3,485__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning with stickiness,49.4488407018705,106.897681403741,116.896920085062
485,NL3,3,485__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning dual-alpha with stickiness,49.448840701872,108.897681403744,121.396729755395
485,NL3,3,485__MOUSE PRL 7 to Reversal__3__NL3__0.8,hmm,57.2944733216363,134.588946643273,159.587043346575
494,NL3,1,494__MOUSE PRL 7 to Reversal__1__NL3__0.8,random,62.361022198642,126.722044397284,129.221854067614
494,NL3,1,494__MOUSE PRL 7 to Reversal__1__NL3__0.8,wsls,59.1057023802568,122.211404760514,127.211024101174
494,NL3,1,494__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning,56.4502663758448,116.90053275169,121.90015209235
494,NL3,1,494__MOUSE PRL 7 to Reversal__1__NL3__0.8,assymetric q-learning,56.4502552787808,118.900510557562,126.399939568552
494,NL3,1,494__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning with stickiness,54.6643460074278,117.328692014856,127.327930696177
494,NL3,1,494__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning dual-alpha with stickiness,54.6508199333637,119.301639866727,131.800688218379
494,NL3,1,494__MOUSE PRL 7 to Reversal__1__NL3__0.8,hmm,58.8174794009497,137.634958801899,162.633055505202
494,NL3,2,494__MOUSE PRL 7 to Reversal__2__NL3__0.8,random,59.1441985345807,120.288397069161,122.788206739492
494,NL3,2,494__MOUSE PRL 7 to Reversal__2__NL3__0.8,wsls,54.2191260519051,112.43825210381,117.437871444471
494,NL3,2,494__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning,53.8048410937921,111.609682187584,116.609301528245
494,NL3,2,494__MOUSE PRL 7 to Reversal__2__NL3__0.8,assymetric q-learning,50.6829058941756,107.365811788351,114.865240799342
