mouse_id,genotype,session_id,seg_id,p_right
546,WT,6,546__MOUSE DRL__6__WT__1,0.488888888888889
546,WT,7,546__MOUSE DRL__7__WT__1,0.555555555555556
546,WT,8,546__MOUSE DRL__8__WT__1,0.577777777777778
546,WT,9,546__MOUSE DRL__9__WT__1,0.477777777777778
554,WT,10,554__MOUSE DRL__10__WT__1,0.511111111111111
554,WT,11,554__MOUSE DRL__11__WT__1,0.511111111111111
554,WT,12,554__MOUSE DRL__12__WT__1,0.533333333333333
554,WT,13,554__MOUSE DRL__13__WT__1,0.522222222222222
554,WT,14,554__MOUSE DRL__14__WT__1,0.511111111111111
554,WT,15,554__MOUSE DRL__15__WT__1,0.477777777777778
554,WT,1,554__MOUSE DRL__1__WT__1,0.6
554,WT,2,554__MOUSE DRL__2__WT__1,0.477777777777778
554,WT,3,554__MOUSE DRL__3__WT__1,0.544444444444444
554,WT,4,554__MOUSE DRL__4__WT__1,0.492063492063492
554,WT,5,554__MOUSE DRL__5__WT__1,0.611111111111111
554,WT,6,554__MOUSE DRL__6__WT__1,0.511111111111111
554,WT,7,554__MOUSE DRL__7__WT__1,0.544444444444444
554,WT,8,554__MOUSE DRL__8__WT__1,0.522222222222222
554,WT,9,554__MOUSE DRL__9__WT__1,0.511111111111111
555,NL3,10,555__MOUSE DRL__10__NL3__1,0.577777777777778
555,NL3,11,555__MOUSE DRL__11__NL3__1,0.511111111111111
555,NL3,12,555__MOUSE DRL__12__NL3__1,0.5
555,NL3,13,555__MOUSE DRL__13__NL3__1,0.477777777777778
555,NL3,14,555__MOUSE DRL__14__NL3__1,0.5
555,NL3,15,555__MOUSE DRL__15__NL3__1,0.466666666666667
555,NL3,1,555__MOUSE DRL__1__NL3__1,0.511111111111111
555,NL3,2,555__MOUSE DRL__2__NL3__1,0.511111111111111
555,NL3,3,555__MOUSE DRL__3__NL3__1,0.388888888888889
555,NL3,4,555__MOUSE DRL__4__NL3__1,0.611111111111111
555,NL3,5,555__MOUSE DRL__5__NL3__1,0.577777777777778
555,NL3,6,555__MOUSE DRL__6__NL3__1,0.422222222222222
555,NL3,7,555__MOUSE DRL__7__NL3__1,0.544444444444444
555,NL3,8,555__MOUSE DRL__8__NL3__1,0.577777777777778
555,NL3,9,555__MOUSE DRL__9__NL3__1,0.511111111111111
556,WT,10,556__MOUSE DRL__10__WT__1,0.522222222222222
556,WT,11,556__MOUSE DRL__11__WT__1,0.488888888888889
556,WT,12,556__MOUSE DRL__12__WT__1,0.5
556,WT,13,556__MOUSE DRL__13__WT__1,0.488888888888889
556,WT,14,556__MOUSE DRL__14__WT__1,0.477777777777778
556,WT,15,556__MOUSE DRL__15__WT__1,0.488888888888889
556,WT,1,556__MOUSE DRL__1__WT__1,0.622222222222222
556,WT,2,556__MOUSE DRL__2__WT__1,0.522222222222222
556,WT,3,556__MOUSE DRL__3__WT__1,0.455555555555556
556,WT,4,556__MOUSE DRL__4__WT__1,0.533333333333333
556,WT,5,556__MOUSE DRL__5__WT__1,0.433333333333333
556,WT,6,556__MOUSE DRL__6__WT__1,0.511111111111111
556,WT,7,556__MOUSE DRL__7__WT__1,0.566666666666667
556,WT,8,556__MOUSE DRL__8__WT__1,0.533333333333333
556,WT,9,556__MOUSE DRL__9__WT__1,0.5
557,NL3,10,557__MOUSE DRL__10__NL3__1,0.522222222222222
557,NL3,11,557__MOUSE DRL__11__NL3__1,0.444444444444444
557,NL3,12,557__MOUSE DRL__12__NL3__1,0.477777777777778
557,NL3,13,557__MOUSE DRL__13__NL3__1,0.444444444444444
557,NL3,14,557__MOUSE DRL__14__NL3__1,0.488888888888889
557,NL3,15,557__MOUSE DRL__15__NL3__1,0.444444444444444
557,NL3,1,557__MOUSE DRL__1__NL3__1,0.355263157894737
557,NL3,2,557__MOUSE DRL__2__NL3__1,0.5
557,NL3,3,557__MOUSE DRL__3__NL3__1,0.488888888888889
557,NL3,4,557__MOUSE DRL__4__NL3__1,0.466666666666667
557,NL3,5,557__MOUSE DRL__5__NL3__1,0.444444444444444
557,NL3,6,557__MOUSE DRL__6__NL3__1,0.544444444444444
557,NL3,7,557__MOUSE DRL__7__NL3__1,0.377777777777778
557,NL3,8,557__MOUSE DRL__8__NL3__1,0.488888888888889
557,NL3,9,557__MOUSE DRL__9__NL3__1,0.522222222222222
565,WT,10,565__MOUSE DRL__10__WT__1,0.544444444444444
565,WT,11,565__MOUSE DRL__11__WT__1,0.566666666666667
565,WT,12,565__MOUSE DRL__12__WT__1,0.5
565,WT,13,565__MOUSE DRL__13__WT__1,0.488888888888889
565,WT,1,565__MOUSE DRL__1__WT__1,0.466666666666667
565,WT,2,565__MOUSE DRL__2__WT__1,0.455555555555556
565,WT,3,565__MOUSE DRL__3__WT__1,0.511111111111111
565,WT,4,565__MOUSE DRL__4__WT__1,0.477777777777778
565,WT,5,565__MOUSE DRL__5__WT__1,0.455555555555556
